"","GC124697","GC124698","GC124699","GC124700","GC124701","GC124702","GC124703","GC124704","GC124705","GC124706","GC124707","GC124708","GC124709","GC124710","GC124711"
"BT_2434",18364,19479,22088.07,16288,15035.311,17392.301,840,1198,1096,522,464,712,155,1102,393
"BT_2435",366,370,773.769,376,290,409.699,84,86,71,10,31,52,0,51,33
"BT_2436",793,868,1324,214,221,235,39,58,119,61,34,55,0,127,27
"BT_2437",15112.396,17350.146,17499.476,42110.98,25806.737,40311.808,739.055,989.309,1126.066,123,398,400.437,64,454.213,252.869
"BT_2438",326485.604,130999.854,113664.745,801576.001,1476724.601,1385892.851,12591.945,36217.691,13724.934,5619,5696,10392.563,776,4668.787,2312.131
"BT_2439",28455.17,12961.009,20233.903,41868.418,48856.795,45868.66,14918,20444,17908,4200,4950,4928,231,1236,533
"BT_2440",2924,1591.991,2196.173,1746.316,1681.623,2003.303,92.125,102,130,12,15,20,26,55,44
"BT_2441",834,798,1230.501,1333.266,899.698,1218.039,230.875,345,395,20,35,115,0,39,47
"BT_2442",12,18,21,85,117,190,26,65,26,8,22,39,0,6,4
"BT_2443",39,47,49,49,23,45,19,49,56,0,14,22,0,35,35
"BT_2444",20,13,24,82,55,74,85,33,142,13,5,55,0,29,14
"BT_2445",0,0,2,24,8,8,3,0,13,0,0,0,0,0,0
"BT_2446",1596,1041,1424,1150,1035,1269,152,191,248,61,31,88,21,48,46
"BT_2447",61,47,51,33,34,32,10,22,20,9,5,18,0,18,0
"BT_2448",236,135,305,230,263,206,28,50,61,23,10,68,18,15,24
"BT_2449",47,46,82,29,41,35,37,55,68,26,12,44,0,72,16
"BT_2450",419,475,778.934,16,8,15,12,7,39,8,0,16,11,0,5
"BT_2451",497,1214,1643.725,17,6,19,43,34,19,0,1,0,0,0,25
"BT_2452",54,20,272.854,4,24,15,30,45,15,0,5,8,0,0,0
"BT_2453",13,28,37.488,0,0,0,0,0,0,0,0,0,0,0,0
"BT_2454",37,32,33,0,3,0,9,0,0,0,7,0,0,0,0
"BT_2455",48,33,23.129,36.556,51,48.225,12,4,24.243,19,12,0,0,16,0
"BT_2456",54,82,24.871,141.444,186,244.775,23,55,57.757,14,28,38,0,12,9
"BT_2457",26,56,96,40,33,43.078,21,26,29,13,1,0,0,19,43
"BT_2458",539,890,1069,1663,1130,1419.922,243,161,327,7,50,48,28,37,34
"BT_2459",574,415,566,607,541,722,33,50,77,32,0,16,0,32,0
"BT_2460",267,157,198,229,339,350,53,31,38,0,4,0,0,33,11
"BT_2461",754,815,1081.523,751,421,609,237,309,678,46,46,163,39,179,80
"BT_2462",92,74,254.477,324,202,209,888,871,1546,96,148,56,60,73,39
"BT_2463",67,108,107,75,37,47,78,38,37,0,0,15,0,12,24
"BT_2464",8,8,39,43,27,31,4,17,4,0,10,8,0,0,0
"BT_2465",79,64,87,313,378,367,323,313,433,174,136,191,21,120,51
"BT_2466",893,483,601,669,754,1014,38,100,62,32,60,68,15,75,29
"BT_2467",12,7,22,5,4,4,5,9,22,16,0,0,0,0,5
"BT_2468",5,0,20,3,7,16,8,18,0,0,0,0,0,20,0
"BT_2469",0,0,4,0,0,0,0,0,3,0,0,0,0,0,0
"BT_2470",9,7,3,5,7,9,0,9,0,0,0,0,0,0,0
"BT_2471",1,4,12,4,3,3,0,6,14,0,0,0,0,0,0
"BT_2472",32,51,140,49,36,51,183,170,319,0,5,0,0,4,0
"BT_2473",9634,4804,8797.305,1058.484,1263,1198,58,121,135,31,30,9,0,19,7
"BT_2474",7536.4,7017.997,11178.962,1758.52,1681,1256.174,107.116,87,120,18,47,10,0,12,13
"BT_2475",38834.314,20284.357,24915.623,5254,6578,6257.826,85.884,239,138,27,86,167,51,111,64
"BT_2476",2551.612,2457.85,3775.49,368.015,261.328,256.953,11,4,24.899,0,4,0,0,6,0
"BT_2477",2487.388,3715.15,7240.697,592.985,340.672,406.047,29,66,36.101,0,12,0,0,25,10
"BT_2478",12854.149,8804,16651.499,3294,3460,3295.877,48,76,76,5,12,21,0,12,26
"BT_2479",12845,18419.558,28715.095,2199,999.792,1148.123,108,83,98,67,28,21,31,48,32
"BT_2480",2462,5462.442,9035.705,1165.998,422.208,508.182,114,77,230,19,61,52,0,26,0
"BT_2481",109,61,136.288,155.002,207,195.818,51,25,61,9,12,18,0,0,0
"BT_2482",721,685,1617.099,339,414,626,30,70,53,0,11,0,0,0,7
"BT_2483",148.953,117,140,30,41,32.865,6,0,11,0,6,0,0,9,0
"BT_2484",1469,1264.153,1516,2779,2393,1952,1173,597,1228,251,209,392,0,66,30
"BT_2485",23,23,19,24,25,28,16,15,24,0,0,0,0,18,16
"BT_2486",322,330,376,940,677,665,412,401,582,243,150,243,45,375,257
"BT_2487",0,0,1,6,1,2,0,0,0,0,0,0,0,0,0
"BT_2488",1980,2031,1821,1942,1499,1875.031,809,941,1406,204,161,183,64,114,58
"BT_2489",138005.973,132114.966,128917.193,37525,29010,33760,1537,2763,1887,1705,2466,4155,342,3229,1498
"BT_2490",33,22,33,18,18,14,14,2,31,28,4,4,0,12,0
"BT_2491",11,46,294.15,1080,293,241,113,92.003,258,21,17,37,0,23,6
"BT_2492",313,421,534.915,970,474,487,333,203.997,291,15,14,0,0,26,0
"BT_2493",3370,15102.43,24210.588,21928,6774,8027,3375,3725,5157,1178,1103,2111,927,4393,2227
"BT_2494",631,2181.17,4606.909,6688,3919,5061.184,3902,4991.087,6705,123,148,367,158,652,348
"BT_2495",1283,2673.526,3345.724,2820.821,1608.435,2138.407,184,180.622,451,65,61,83,57,196,122
"BT_2496",4815,4150.304,5280.73,7844.891,6099.485,6364.985,197,351.378,381,28,93,195,37,174,137
"BT_2497",498,1119.56,1427.193,1840.895,544.505,955.39,55.453,47,135,0,27,66,16,112,58
"BT_2498",1845,1293.44,1995.152,4215.745,5140.735,4904.034,251.547,375,291,178,87,219,40,150,97
"BT_2499",3964,10167,8201.701,4035,1543,2341,374,392,515,232,297,518,145,1040,503
"BT_2500",504,660,1519.151,3002,2714,3497,5392,6639,6486,4084,4643,5897,1774,10444,3829
"BT_2501",366,507,1034,554,388,400,17,72,21,22,12,13,0,29,0
"BT_2502",2032,1674,2237.228,3531.474,3205.696,3612.732,187,201.64,352,115,85,126,49,79,164
"BT_2503",355,845.496,937.195,488.526,269.246,275.405,65,58.36,123,22,68,103,10,57,49
"BT_2504",154,466.813,852.931,290,232.059,230.905,85,150,206,2,35,57,0,32,9
"BT_2505",699,1497.691,4242.92,4003,2054.999,2558.967,1279,1563,2586,125,120,270,100,240,155
"BT_2506",503,1158,1620.433,254,214,156,236,68,234,37,27,61,0,17,30
"BT_2507",190,437,784.434,33,34,19,84,59,93.076,23,38,93,14,86,34
"BT_2508",84,164,238.132,32,35,31,57,59,107.924,30,16,14,0,25,3
"BT_2509",62,75,199.018,20,18,8,17,20,40,0,0,0,22,30,5
"BT_2510",42300.982,24030,22066.049,47295.078,34948,50951.575,5092,11425,10099,2816,3027,6721,1934,9121,4025
"BT_2511",312,260,554.859,317.737,192.213,289.893,175,329,204,116,80,200,140,266,165
"BT_2512",3439,3858,7604.532,6864.263,5607.787,4803.107,785,986,1175,432,362,388,18,151,143
"BT_2513",5469,3053,4701,13554,17272,14079.003,1802,4417,2554,685,998,1618,305,1599,612
"BT_2514",0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
"BT_2515",205,45,47,140,133,53,163,98,254,38,49,19,0,6,0
"BT_2516",556,704,1405.051,278,170,196,5,8,10,0,0,23,0,0,5
"BT_2517",27542.217,17944.158,26904.328,32910.918,33020.216,30692.742,1487,1602,1466,472,525,719,142,703,373
"BT_2518",5512.886,5043.013,6014.573,2086.08,1932.254,2332.652,53,140,92,98,200,200,126,313,143
"BT_2519",715.974,901.462,1915.758,1413.91,1141.035,1712.307,12,10,45,10,51,56,0,31,41
"BT_2520",2309,2740.233,3066.357,2627.824,2378.903,2394.83,90,78,72,0,19,178,60,220,86
"BT_2521",8702,12141.292,17136.433,24251.269,18418.837,22825.074,2032,4349,4163,439,805,1277,147,831,483
"BT_2522",8390,7302,9733.927,13505,10734,12868.016,3788,4954,6112,1861,2453,2878,550,2885,1421
"BT_2523",1641,2320.445,2958.574,2532,2393,2912,517,696,700,208,271,223,51,176,122
"BT_2524",468,636.555,1050.037,653,676,681,94,100,51,10,56,29,0,0,22
"BT_2525",188,193,373.389,187,157,165,37,30,72,37,18,6,13,9,5
"BT_2526",10632,7526,14071.691,8435.004,8514,7400,722,641,1045,388,387,681,40,426,195
"BT_2527",11802,10392,9835.194,15127,13086.193,14143,2188,2632,3818,771,781,904,254,974,361
"BT_2528",11187,6013,8557.226,5930,5690,6437,479,712,641,127,128,271,73,129,44
"BT_2529",34,17,32,8,12,7,0,12,0,0,3,0,0,0,0
"BT_2530",167,41,78,257,402,425,10,28,25,13,5,0,0,16,0
"BT_2531",51,63,82,53,50,67,0,14,13,0,20,0,0,9,5
"BT_2532",78,26,56,86,99,89,29,56,29,0,0,10,0,12,2
"BT_2533",4,0,6,12,2,8,6,0,23,0,0,0,0,0,0
"BT_2534",870,798,1311.001,926,762,991,368,548,622,39,71,60,49,116,55
"BT_2535",82,124,123.756,42,40,34,0,6,0,7,0,4,0,14,0
"BT_2536",7,62,44.244,5,8,2,5,8,7,0,7,0,0,0,0
"BT_2537",394,509,926.207,992,660,768,256,323,311,68,35,9,14,38,15
"BT_2538",138,282,687,550,328,408,366,344,334,105,89,134,28,143,98
"BT_2539",53644.24,24571,75917.915,44136,49131,62051.256,3851,9034,6353,591,593,1237,112,1177,242
"BT_2540",911,1638,3233.417,1918,1585,1718,281,380,648,46,47,50,40,220,59
"BT_2541",39661.6,35400.591,37356.465,23542.101,20017.547,24115.485,569.162,1260.319,1054.914,382.598,560.137,612,98,333,302
"BT_2542",5240.514,3651.246,4194.476,3361.081,3396.298,3779.961,261.838,286.681,175.086,200.402,145.863,127,0,49,26
"BT_2543",13393.328,7723.549,7145.939,3680.818,4751.646,5172.558,42,53,28,126,90,77,10,39,44
"BT_2544",1220,1021.202,1382.068,3184.092,2085.173,2498.822,62,145,102,12,38,71,108,130,80
"BT_2545",1000,828.798,888.074,9801.865,8500.827,9693.508,1295,2111,1787,540,471,638,199,864,449
"BT_2546",10,13,38.86,54.042,35,45.004,6,6,5,0,15,0,19,25,5
"BT_2547",903.282,912,1611.936,1262.067,1010.772,1224.508,190,122,210,116,207,226,39,384,163
"BT_2548",7184.718,5239,11161.627,10241.933,9173.001,9471.492,2204,2481,4399,441,392,728,119,572,230
"BT_2549",1766.177,1851.001,2231.525,2018.274,1724.199,1637.091,216,162,394,92,34,75,0,74,40
"BT_2550",51131.823,20767.999,20913.912,39610.726,50794.011,53053.569,5572,13399,8746,2688,3745,4590,185,1342,703
"BT_2551",1390,3177.314,5684.796,2399,1630.911,2437,1389,4119.668,3979,220,293,342,60,260.664,110
"BT_2552",1143,1472.686,2130.249,2330,2359.089,2338,454,769.332,625,271,191,223,29,284.336,93
"BT_2553",3037,3367,4526.641,4156.109,4433.002,4144,761,859,1285.219,291,403,430,93,741,325
"BT_2554",71,243,1031.654,899.891,419,445,637,442,831.781,0,30,27,0,32,11
"BT_2555",89,31,95,41,69,49,42,38,60,16,11,8,0,1,25
"BT_2558",949.644,2642.912,4191.637,2769.897,2239.466,2610.105,1312.239,2034,2597,346.743,699.001,808.747,0,1635,350.257
"BT_2559",406,226,277,545,496,634.045,135,120,171,73,42,46,0,75,7
"BT_2560",245,414,583,118,138,154.955,88,93,123,27,0,61,0,92,16
"BT_2561",2326,1653.001,2110.401,1913,1847,1734,912,1138,1456,364,275,349,49,237,91
"BT_2562",1237,2164.999,3122.599,2412,1660,1902,508,529,852,49,43,74,0,60,41
"BT_2563",69129.052,114723.002,139812.306,81184.829,63282,73003.496,8502,11397,9113,3942,4468,4976,883,3262,1355
"BT_2564",3983,5282,7827,3907,2856,3399,810,1407,1569,307,399,659,257,977,497
"BT_2565",6254.057,5505,11411.616,9836.01,7567.694,9220.819,3688.069,5861,4687,5687,6347,10451,2148,11189.196,5638
"BT_2566",1577,823,1805.957,2090,2784.306,3324.226,55.931,180,65,328,310,333,296,1260.804,457
"BT_2567",1787,956.993,756.919,4110.998,4239,4431.48,65,110,97,47,82,100,58,43,25
"BT_2568",2531,2289.007,2308.081,3743.002,3474,3966.518,37,113,44,31,15,42,0,16,0
"BT_2569",997,3420,4514.014,6341,2922,4443,1644,2002,2097,555,662,1070,1043,7188,3665
"BT_2570",1957.076,4238.456,3147.955,49709.075,26597.52,35986.873,1255,1642.978,1656,1098,1406.02,2147,1227,4776,2771
"BT_2571",14984.924,9720.544,9027.842,100157.68,89512.198,101365.625,6459,11653.022,9004,11834,14452.98,15789,3104,12157,5540
"BT_2572",935,581,611,2523,2033,2543,91,104,139,104,138,99,79,202,84
"BT_2573",5728,5078,5336.176,56991.669,28166,36453.158,761,995,1152,261,271,243,69,371,161
"BT_2574",995,2036,4000,2088,1347,1270,630,578,812,67,55,52,21,139,39
"BT_2575",1003,624.392,831.23,60,65.77,77.637,13,8,10,10,24,0,0,0,0
"BT_2576",1082,1354.608,1675.77,95,92.23,141.363,32,84,77,31,0,24,0,13,21
"BT_2577",4509.365,4651,8492.88,4246.21,2631.95,3240.567,186,238,337,268,177,219,48,394,163
"BT_2578",618.635,1974,3938.602,2692.79,1019.05,1168.433,481,497,879,55,59,50,0,81,19
"BT_2579",288,1357,2816,2044,632,583.101,192,174,320,18,8,0,30,49,8
"BT_2580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT_2581",5,2,2,0,0,0,0,0,0,0,0,0,0,0,9
"BT_2582",0,2,6,1,0,3,0,5,0,0,0,0,0,0,0
"BT_2583",9,2,8,27,9,8,25,19,2,0,0,0,0,16,9
"BT_2584",1,2,5,2,6,0,0,2,0,0,0,0,0,0,0
"BT_2585",3,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"BT_2586",8,2,8,5,4,5,0,4,11,0,0,0,0,10,0
"BT_2587",0,0,3,5,0,0,0,0,0,0,0,0,0,0,0
"BT_2588",14,2,8,72,31,17,8,11,15,0,0,0,0,0,0
"BT_2589",7,0,4,11,14,7,7,15,12,14,1,0,0,0,0
"BT_2590",29,15,20,50,81,101,24,43,8,22,0,8,0,0,0
"BT_2591",436,232,554,252,265,262,174,165,299,43,40,85,0,109,20
"BT_2592",48,59,53,22,13,25,0,0,8,21,10,9,0,0,0
"BT_2593",5,6,17,18,19,36,16,9,4,0,0,0,0,14,0
"BT_2594",15,0,3,4,49,32,16,16,13,0,0,0,0,11,1
"BT_2595",9,10,25,31,38,23,18,6,3,0,0,0,0,0,12
"BT_2596",9,15,15,32,14,34,23,7,12,0,0,0,0,0,0
"BT_2597",1,5,2,1,1,9,0,2,0,0,0,0,0,0,0
"BT_2598",4,14,5,12,14,14,0,0,0,0,21,0,0,0,0
"BT_2599",81,51,80,451,425,382,246,312,406,98,119,176,0,4,32
"BT_2600",7,5,20,47,71,69,23,14,25,0,0,0,0,12,6
"BT_2601",2,17,5,9,10,8,0,0,0,15,0,18,0,6,0
"BT_2602",56,411,311,460,69,88,51,56,130,69,68,101,74,161,43
"BT_2603",295.989,175,188,642,656,634,114,149,123,9,86,46,0,0,4
"BT_2604",1.011,3,0,3,7,3,0,3,17,0,7,0,0,19,0
"BT_2605",9,0,2,0,3,3,0,0,0,0,0,0,0,0,0
"BT_2606",1425,1305,3660,1111,1209,1460,317,479,496,125,184,259,20,344,129
"BT_2607",370,175.894,257,331,388,425,37,22,52,13,16,19,0,28,0
"BT_2608",11,6.106,5,3,0,6,3,7,14,0,0,0,0,0,0
"BT_2609",17,10,12,23,21,36,17,25,36,0,28,22,0,0,5
"BT_2610",5,10,3,0,0,0,0,0,0,0,0,0,0,0,0
"BT_2611",0,0,0,2,0,0,0,6,0,0,0,0,0,0,0
"BT_2612",1,0,3,0,0,3,0,7,4,0,0,0,0,0,0
"BT_2613",0,0,2,1,7,9,0,0,10,0,0,11,0,12,0
"BT_2614",38,25,29,36,31,31,0,9,28,17,0,0,0,8,0
"BT_2615",228,127,180,223,228,197,82,87,96,35,69,86,0,11,9
"BT_2616",1,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"BT_2617",41,118,95,38,44,76,18,20,18,18,15,0,0,4,0
"BT_2618",308,212,231,311,425,382,12,87,91,33,15,33,0,23,19
"BT_2619",497,429,521,392,324,418,66,56,106,23,10,16,0,27,32
"BT_2620",53,76,235,161,89,83,60,79,133.334,0,0,7,0,46,13
"BT_2621",117.008,173.016,254.881,196.005,94,102.542,55,81,174,14,33,61,7,45,15
"BT_2622",153.992,187.984,360.119,313.995,246,209.458,82,73,173.666,30,38,16,0,0,38
"BT_2623",156,197.004,387,609,391,379,237.55,185,505.174,0,92,55,0,23,16
"BT_2624",35,114.996,102,77,38.011,50.828,124.45,150,169.826,8.79,22,20,0,28,21.851
"BT_2625",88,161,237.896,198,122.989,125.172,82,71,115,20.21,42,14,0,9,7.149
"BT_2626",55,142,278.104,308,136,165,197,171,419,19,15,36,0,44,29
"BT_2627",135,225,360,913,748,767,941,943,1139,84,29,45,11,29,24
"BT_2628",722,686,935,485,446,469,247,271,353,38,35,58,0,23,7
"BT_2629",193,184,149,289,255,301,25,17,42,7,1,0,0,12,0
"BT_2630",7763,5319.745,6465.002,1353.999,1489,2112,86,268,255,0,26,55,0,45,24
"BT_2631",2560,1695.964,2097.791,944.001,937,1225,172,255,148,75,147,40,18,61,20
"BT_2632",64,158,201.207,53,40,60,5,17,0,0,0,0,0,2,6
"BT_2633",1,7,7,0,1,0,0,0,0,0,0,0,0,0,0
"BT_2634",7,17,20,3,12,21,15,13,11,0,0,0,0,0,0
"BT_2635",1,0,1,3,4,2,0,0,4,0,0,0,0,0,0
"BT_2636",0,0,0,4,6,4,0,0,2,0,0,15,0,0,0
"BT_2637",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"BT_2638",0,0,0,0,0,1,0,0,0,0,0,0,0,8,0
"BT_2639",10,6,6,18,12,26,8,14,48,36,0,10,0,5,9
"BT_2640",2,0,0,0,0,0,9,1,0,0,0,0,0,0,0
"BT_2641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT_2642",35,35,21,86,47,108,0,28,87,0,28,30,0,17,20
"BT_2643",9,0,8,15,13,18,0,1,0,0,0,0,0,0,0
"BT_2644",59,29,50,51,26,54,0,0,22,10,9,0,0,17,6
"BT_2645",0,4,6,0,0,4,0,5,0,27,0,0,0,0,0
"BT_2646",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"BT_2647",26,17,24,104,89,109,0,9,10,0,0,0,0,0,0
"BT_2648",7,18,8,132,91,101,0,1,13,0,0,0,0,0,0
"BT_2649",3,6,7,19,23,17,11,4,8,0,11,6,0,12,0
"BT_2650",1639,988,1954,5250,6317,5789,1616,1857,2443,1111,947,1005,118,390,230
"BT_2651",0,0,0,0,3,4,5,11,0,29,0,0,0,0,0
"BT_2652",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT_2653",18,5,8,2,4,10,0,25,1,0,0,10,0,0,0
"BT_2654",980,4490.13,5801,2134,943,1429,63,123,97,44,61,65,63,403,322
"BT_2655",106,131,259,75,77,91,88,63,153,0,15,0,20,13,0
"BT_2656",86,74.26,155.418,16,20,18,8,4,23.075,0,0,0,12,0,10
"BT_2657",382,244.546,450.268,86,55.35,57,32,12,69.925,11,0,0,0,16,0
"BT_2658",69,146.194,297.314,57,60.65,55,9,28,32,12,26,10,29,10,6
"BT_2659",142,165,192,15,16,22,31,1,21,10,0,0,0,22,16
"BT_2660",25,103,169,46,22,19,7,11,32,0,9,0,0,1,0
"BT_2661",15,8,2,7,1,2,7,0,0,0,0,0,0,8,0
"BT_2662",2425,3112,4355,1854,1257,1514,246,293,522,114,133,273,101,467,232
"BT_2663",1157,1251.976,1493.345,2496.151,1472.001,2258,795,961,1058,1911,2531,3737,1467,6076,2435
"BT_2664",1789,1055.024,1783.377,5850.968,6893.02,6419.925,2295,2200,2223.786,1759,2051,2741,642,3038,1528.452
"BT_2665",205.999,423.543,568.518,912.312,462.98,648.415,519,562.667,758.214,667,793,1314,389,2112.019,1026.546
"BT_2666",134.001,291.457,482.76,621.688,378.29,659.66,139,263.333,438,164,229,386,160,721.981,318.003
"BT_2667",284,523.133,613.688,1076.11,777.889,867.722,255,375.744,614.077,287,334,567,149,963,479
"BT_2668",458,1009.867,1133.312,1425.89,884.92,1148.278,364,637.256,1081.923,401,529,907,182,1553,689
"BT_2669",14196,9709,9996.487,3691,4150.005,5150.406,2025,1688,2195,145,152,207,94,172,107
"BT_2671",85,358,508,288,65,44,64,18,107,13,13,33,0,3,0
"BT_2675",740,389,494,302,358,415,19,37,49,0,7,31,0,7,2
"BT_2676",254,314,648.836,376.175,273,264.999,69,105,132,168,84,84,67,164,84
"BT_2676a",57,95,174.165,85.825,87,81.001,80,64,66,0,0,10,0,9,14
"BT_2677",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"BT_2678",131851.094,35861,115559.813,409280.403,582811.254,483329.523,127365,191618.39,130895,15596,22924,32009,2458,11364,4523
"BT_2679",9634,6986,9135,20516,17412.793,18063.685,2227,3530,2907,1522,1771,1853,97,552,298
"BT_2680",1426,1108,1275.034,409,436,556,167,83,155,41,60,32,7,66,29
"BT_2681",4488.34,4185.356,5661.974,3383.822,2362.455,2537.634,45,55,38,29,51,50,0,79,30
"BT_2682",11081.69,5808.111,8329.889,10057.827,9967.599,11432.882,421,1063,891,373,484,553,154,244,181
"BT_2683",10961,7115,14329.094,24189.351,25796.312,20401,2238,1995,2416,650,521,402,15,216,94
"BT_2684",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"BT_2685",16352.328,6162.129,11838.709,10714.944,12939.055,15252.969,81,280,224,292,337,369,57,181.951,150.257
"BT_2686",23077.672,21931.212,31471.422,26604.647,24568.079,22329.287,682,953,948,613,712,1093,231,1274.041,540.743
"BT_2687",5659,6621.151,8251.476,7729.408,8807.647,10614.741,498,1015,514,274,307,503,124,546.008,149
"BT_2688",17602,12225,14863.135,8190.661,7670.221,9489.798,692.215,1121,1472.868,515,695,723,128,670,420
"BT_2689",190,741,2393.593,2354.339,924.779,1191.202,841.785,964,1320.132,10,14,30,0,61,37
"BT_2690",139,105,97,153.999,124.772,136.999,92,97.523,141,53,109,65,21,189.339,58
"BT_2691",19,13,33,24.001,16.228,65.001,61,53.477,49,37,94,78,18,82.661,66
"BT_2692",205,203,251.494,452,359,414,378,475,458,166,248,512,80,442,318
"BT_2693",130,98,189.506,142,165,183,550,862,1040,413,472,947,299,1009,567
"BT_2694",831,1736,2218.787,1479,1313,1622,3031.613,5098.244,6685,1000,1409,1648,362,2324,1314
"BT_2695",1054,1348,3370.249,7553,5216,5780,7343.387,10478.756,12725,994,1164,1608,180,1410,596
"BT_2696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT_2697",1295,1789,2445,3290,3100,3982,198,273,306,24,17,74,22,124,38
"BT_2698",1125.742,1727.087,2399.899,879.035,646.544,704.224,85.01,164,145,69,121,150,114,543.335,247.793
"BT_2699",78756.721,46946.919,67430.856,47552.965,48938.453,54791.454,5637.99,7974,7009,255,344,418,37,349.665,173.207
"BT_2700",14987.649,18446.981,29015.516,7345.34,4150.599,4921.571,169.815,111.583,125.669,208,370.532,297.051,125.047,810.925,342.066
"BT_2701",36547.012,60475.502,70164.928,11149.675,5356.697,6484.233,683.346,659.429,600.331,493,530.468,868.949,739.953,2338.716,949.491
"BT_2702",13304.112,22687.518,28155.932,4920.482,1438.853,2211.992,318.839,347.988,495,179,183,341,252,1340.359,429.442
"BT_2703",6747.68,7265.41,11938.846,3862.914,2700.964,2622.527,188.42,201.006,306.176,97,52,74,74,419.198,224
"BT_2704",2290.32,3890.804,7681.797,2899.939,1013.887,1125.679,836.58,714.994,1189.824,157,135,198,114,519.802,172
"BT_2705",206,565.454,1189.151,351.091,110,132,11,13,31,11,0,17,0,61,22
"BT_2706",3097.981,8955.778,12225.975,3367.537,1267.083,1562.77,237,123,223,92,123,181,55,344,168
"BT_2707",34332.789,50767.257,64445.716,11061.327,6902.045,8765.247,254,252,306,213,317,428,193.671,678,285
"BT_2708",41309.115,26107.712,43361.931,11286.371,7299.498,8284.594,613,537.166,669,385,515,878.654,313.855,1390.972,804
"BT_2709",909,1591.92,2948.573,1068.298,309.374,347.302,108,69.834,119,11,57,139.346,35.474,131.028,163
"BT_2710",6285,9709.008,16264.886,4796.689,1368.22,1823.412,461,343,428.25,265,248,322,153,727,228
"BT_2711",1500.403,4468.574,5994.602,1499.589,332.154,522.47,101.159,109.73,209.372,132,148.029,183.043,54,479.018,222
"BT_2712",3607.598,10049.205,13802.502,4930.996,1411.778,1696.013,705.687,464.85,719.487,429,381.971,641.957,170,1377.981,495
"BT_2713",8800.405,10332.907,15124.198,2853.954,1793.546,2250.512,234.153,349.618,231.891,108,133,225,25,576.071,218
"BT_2714",27935.42,41570.362,48975.892,14466.138,9778.3,12569.644,814,1505.075,1056,280,462,663,260,1129.929,515.411
"BT_2715",10654.555,8779.718,15939.506,2650.156,1905.241,2630.034,127,243.727,183,224,171,359,130,883.56,441.589
"BT_2716",825.648,4007.366,5108.995,1766.413,455.361,506.662,101,140.561,185.335,106.285,73,319.051,160,597.44,300
"BT_2717",2249.102,5476.194,6871.019,1364.187,358.011,614.282,213.188,173.225,264.665,156.715,268,385.949,98,747.985,367
"BT_2718",4733.482,3437.666,5951.113,494.747,299.388,520.531,94.812,106.213,109.05,33,150,91,71,274.015,175
"BT_2719",1171.761,1103.945,1926.837,350.151,188.084,305.447,28.812,37.251,105.382,31,94.133,45,18.556,153.288,63.087
"BT_2720",25699.239,23965.055,29776.612,5120.52,3337.916,4405.07,360.188,375.749,393.568,391,353.867,492,294.444,1383.712,591.913
"BT_2721",2436.006,5264.737,10196.093,2704.069,1492.777,1838.44,499,393.022,540,283,151,378,42,651,302
"BT_2722",5813.994,4115.263,8456.816,2013.931,1066.223,1229.56,413,369.978,808,46,97,261,115,403,120
"BT_2723",12788.614,7951.741,9365.206,831.089,714.831,933.579,91.209,194.634,165.575,196.209,288.62,404.989,115,565.265,284.068
"BT_2724",80843.42,82875.189,107031.12,35153.573,27646.499,30817.035,6113.367,6828.165,8463.234,2823.791,3348.38,4578.011,1069,4601.735,2124.932
"BT_2725",4879.134,7944.276,10571.211,1570.901,1142.621,1548.46,465.427,993.22,908.191,90,105,121,53,281,101
"BT_2726",7961.276,13265.509,16712.972,2170.303,980.747,1251.515,218.388,368.441,347.002,171,145,312,157,639.177,266
"BT_2727",11212.525,17009.77,35443.049,4115.006,1559.615,2096.469,438.608,421.541,494.998,157,273,525,98,811.823,258
"BT_2728",67719.715,41456.199,42098.599,3641.06,3440.671,4367.631,351.816,420.621,332,278,429,692,204,574,262
"BT_2729",58408.014,104163.889,143456.789,44267.533,24544.412,23663.751,5805.585,4645.379,5872.007,4147,3616,6673,2157,8519,4024
"BT_2730",1812,5929.956,11158.848,2070.075,465.018,786.33,624.6,855.605,1017.803,108,68,297,128,610,158
"BT_2731",7178,8904.89,21514.965,3824.887,1979.982,3031.775,1946,3378.395,3507.191,61,131,145,77,335,125
"BT_2732",202,238,598.067,180,130,126.895,157,94,233,0,5,26,0,32,11
"BT_2733",150307.059,174148.22,188164.723,88841.311,59886.903,58787.572,3065,3086,3225,3095,2775,4743,1247,6432,2513
"BT_2734",77390.193,122976.909,153505.921,54837.427,39715.431,42512.318,1766,1877.21,1992.566,1169,1348,2196,609,3287,1455
"BT_2735",49678.739,34179.072,69862.225,13488.645,15017.955,15905.098,392,563.75,597.803,303,355,492.281,194,755.252,311
