Rowname,Exp,Replicate,Mucin,Species.combi,T0h,T4h,T6h,T8h,T10h,T12h,T14h,T16h,T20h,T24h,T28h,T32h,T36h,T38h,T40h,T42h,T44h,T48h,T56h,T60h,T72h,T86h,T96h,T120h,T144h,T156h,T168h,T192h,T216h,T240h,T264h,T288h
BTRI_mucin1_rep1_pH,BTRI_batch_mucin1,1,Yes,BT_RI,6.61,6.65,NA,6.19,NA,5.34,NA,5.09,5.04,5.08,5.09,5.09,5.13,NA,5.21,NA,NA,5.25,NA,5.22,5.2,NA,5.24,5.25,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep2_pH,BTRI_batch_mucin1,2,Yes,BT_RI,6.57,6.65,NA,6.23,NA,5.34,NA,5.13,5.04,5.04,5.04,5.04,5.09,NA,5.21,NA,NA,5.25,NA,5.21,5.2,NA,5.2,5.21,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_pH,BTRI_batch_mucin1,3,Yes,BT_RI,6.61,6.65,NA,6.19,NA,5.3,NA,5.13,5.09,5.04,5.04,5.04,5.17,NA,5.21,NA,NA,5.25,NA,5.21,5.25,NA,5.24,5.25,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep4_pH,BTRI_batch_mucin1,4,Yes,BT_RI,6.61,6.65,NA,6.23,NA,5.3,NA,5.13,5.04,5.04,5.04,5.04,5.17,NA,5.17,NA,NA,5.21,NA,5.17,5.25,NA,5.2,5.21,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep5_pH,BTRI_batch_mucin1,5,Yes,BT_RI,6.61,6.65,NA,6.23,NA,5.34,NA,5.13,5.09,5.04,5.04,5,5.17,NA,5.17,NA,NA,5.21,NA,5.22,5.2,NA,5.2,5.24,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep1_liquid_totalcount,BTRI_batch_mucin1,1,Yes,BT_RI,2006,22378,NA,418540,NA,1181900,NA,1978420,1695500,1394840,1582020,1243760,1182400,NA,965680,NA,NA,1122500,NA,1047480,1134840,NA,1177220,1152640,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep2_liquid_totalcount,BTRI_batch_mucin1,2,Yes,BT_RI,2573,22605,NA,425240,NA,1185460,NA,1533840,1560740,1402040,1345900,1176200,1267880,NA,1209540,NA,NA,1159720,NA,1181320,1182100,NA,1162160,1124880,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_liquid_totalcount,BTRI_batch_mucin1,3,Yes,BT_RI,2062,21518,NA,477820,NA,1228880,NA,1500100,1597700,1477720,1113220,1224020,1364640,NA,1182680,NA,NA,1178160,NA,1333300,1158820,NA,1384140,1099640,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep4_liquid_totalcount,BTRI_batch_mucin1,4,Yes,BT_RI,1968,22809,NA,412760,NA,1426160,NA,1573340,1571620,1347700,1556860,1264400,1236080,NA,1174460,NA,NA,1363740,NA,1099820,1176940,NA,1120040,1165540,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep5_liquid_totalcount,BTRI_batch_mucin1,5,Yes,BT_RI,2191,23024,NA,421500,NA,1092560,NA,1609940,1216420,1471320,1409980,1233960,1126140,NA,974200,NA,NA,1262980,NA,1088480,1263900,NA,1218600,1129060,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep1_liquid_BTRI_activecount,BTRI_batch_mucin1,1,Yes,BT_RI,1772,20219,NA,406900,NA,1173620,NA,1975440,1691920,1374960,1533600,1173500,1079600,NA,854040,NA,NA,970680,NA,920800,1011680,NA,1009220,989900,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep2_liquid_BTRI_activecount,BTRI_batch_mucin1,2,Yes,BT_RI,1737,20237,NA,417120,NA,1176800,NA,1531340,1553980,1379220,1299340,1107860,1160740,NA,1069540,NA,NA,1007420,NA,1044680,1056620,NA,1037020,977340,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_liquid_BTRI_activecount,BTRI_batch_mucin1,3,Yes,BT_RI,1669,20032,NA,465580,NA,1218140,NA,1498760,1591160,1458360,1070620,1155040,1241760,NA,1043340,NA,NA,1010940,NA,1175580,1030320,NA,1225080,931320,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep4_liquid_BTRI_activecount,BTRI_batch_mucin1,4,Yes,BT_RI,1906,21570,NA,401560,NA,1412740,NA,1571160,1563480,1327340,1508340,1191940,1121140,NA,1036020,NA,NA,1174360,NA,971060,1049400,NA,989800,994220,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep5_liquid_BTRI_activecount,BTRI_batch_mucin1,5,Yes,BT_RI,2018,22306,NA,411980,NA,1084300,NA,1607580,1209720,1448080,1360060,1161840,1016360,NA,854860,NA,NA,1091600,NA,957660,1122200,NA,1078960,976980,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep1_liquid_BT_activecount,BTRI_batch_mucin1,1,Yes,BT_RI,1025,14880,NA,316120,NA,1024600,NA,1762500,1577600,1219200,1360040,1056120,998140,NA,811320,NA,NA,959380,NA,915600,1010220,NA,1007920,986600,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep2_liquid_BT_activecount,BTRI_batch_mucin1,2,Yes,BT_RI,977,14878,NA,319380,NA,1022420,NA,1373960,1396580,1231800,1168020,1001480,1071360,NA,1016500,NA,NA,997060,NA,1037620,1055360,NA,1036660,975880,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_liquid_BT_activecount,BTRI_batch_mucin1,3,Yes,BT_RI,961,14158,NA,362100,NA,1056720,NA,1325560,1403980,1275140,939600,1024320,1139100,NA,984320,NA,NA,997260,NA,1168560,1029540,NA,1224560,927540,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep4_liquid_BT_activecount,BTRI_batch_mucin1,4,Yes,BT_RI,1127,15275,NA,311660,NA,1231500,NA,1400380,1391920,1174340,1331880,1067440,1033740,NA,981860,NA,NA,1163960,NA,965120,1047740,NA,989340,990260,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep5_liquid_BT_activecount,BTRI_batch_mucin1,5,Yes,BT_RI,1144,15204,NA,311520,NA,937460,NA,1432080,1079500,1282440,1209600,1047200,940560,NA,811680,NA,NA,1081520,NA,951880,1121280,NA,1078440,973280,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep1_liquid_RI_activecount,BTRI_batch_mucin1,1,Yes,BT_RI,747,5339,NA,90780,NA,149020,NA,212940,114320,155760,173560,117380,81460,NA,42720,NA,NA,11300,NA,5200,1460,NA,1300,3300,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep2_liquid_RI_activecount,BTRI_batch_mucin1,2,Yes,BT_RI,760,5359,NA,97740,NA,154380,NA,157380,157400,147420,131320,106380,89380,NA,53040,NA,NA,10360,NA,7060,1260,NA,360,3460,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_liquid_RI_activecount,BTRI_batch_mucin1,3,Yes,BT_RI,708,5874,NA,103480,NA,161420,NA,173200,187180,183220,131020,130720,102660,NA,59020,NA,NA,13680,NA,7020,780,NA,520,3780,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep4_liquid_RI_activecount,BTRI_batch_mucin1,4,Yes,BT_RI,779,6295,NA,89900,NA,181240,NA,170780,171560,153000,176460,124500,87400,NA,54160,NA,NA,10400,NA,5940,1660,NA,460,3960,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep5_liquid_RI_activecount,BTRI_batch_mucin1,5,Yes,BT_RI,874,7102,NA,100460,NA,146840,NA,175500,130220,165640,150460,114640,75800,NA,43180,NA,NA,10080,NA,5780,920,NA,520,3700,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep1_attached_BTRI_activecount,BTRI_batch_mucin1,1,Yes,BT_RI,0,8700,NA,105900,NA,133500,NA,366700,776250,501850,372600,260350,198500,NA,241000,NA,NA,287550,NA,185900,265800,NA,424100,270250,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep2_attached_BTRI_activecount,BTRI_batch_mucin1,2,Yes,BT_RI,0,4800,NA,71400,NA,76650,NA,320800,401450,489850,309700,244100,278250,NA,205850,NA,NA,205400,NA,234700,231250,NA,630150,326050,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_attached_BTRI_activecount,BTRI_batch_mucin1,3,Yes,BT_RI,0,7550,NA,62900,NA,163200,NA,402850,334450,300300,384850,332300,198600,NA,464250,NA,NA,398950,NA,125600,320550,NA,262900,227450,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep4_attached_BTRI_activecount,BTRI_batch_mucin1,4,Yes,BT_RI,0,11650,NA,87600,NA,116850,NA,459200,544550,542850,436700,407700,217200,NA,261900,NA,NA,396600,NA,263500,274500,NA,207800,224150,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep5_attached_BTRI_activecount,BTRI_batch_mucin1,5,Yes,BT_RI,0,6600,NA,113450,NA,134450,NA,478850,546600,295000,269150,207500,186000,NA,235700,NA,NA,278950,NA,143900,267300,NA,283500,185950,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep1_attached_BT_activecount,BTRI_batch_mucin1,1,Yes,BT_RI,0,8700,NA,105900,NA,130750,NA,340200,715750,472350,350400,247650,190450,NA,234600,NA,NA,286100,NA,185550,265550,NA,423400,269450,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep2_attached_BT_activecount,BTRI_batch_mucin1,2,Yes,BT_RI,0,4800,NA,71400,NA,76000,NA,301450,380850,460450,288650,235450,263250,NA,200900,NA,NA,204550,NA,234450,231150,NA,628400,325300,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_attached_BT_activecount,BTRI_batch_mucin1,3,Yes,BT_RI,0,7550,NA,62900,NA,157950,NA,372100,316600,278500,356050,310900,181250,NA,447000,NA,NA,396350,NA,125400,320400,NA,262900,226600,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep4_attached_BT_activecount,BTRI_batch_mucin1,4,Yes,BT_RI,0,11600,NA,87600,NA,116600,NA,431000,513350,501600,401800,382300,204350,NA,252250,NA,NA,394300,NA,263200,274300,NA,207800,223700,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep5_attached_BT_activecount,BTRI_batch_mucin1,5,Yes,BT_RI,0,6600,NA,113450,NA,132900,NA,438200,509300,276250,246250,195550,176350,NA,227900,NA,NA,277500,NA,143650,266700,NA,283150,185600,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep1_attached_RI_activecount,BTRI_batch_mucin1,1,Yes,BT_RI,0,0,NA,0,NA,2750,NA,26500,60500,29500,22200,12700,8050,NA,6400,NA,NA,1450,NA,350,250,NA,700,800,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep2_attached_RI_activecount,BTRI_batch_mucin1,2,Yes,BT_RI,0,0,NA,0,NA,650,NA,19350,20600,29400,21050,8650,15000,NA,4950,NA,NA,850,NA,250,100,NA,750,750,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_attached_RI_activecount,BTRI_batch_mucin1,3,Yes,BT_RI,0,0,NA,0,NA,5250,NA,30750,17850,21800,28800,21400,17350,NA,17250,NA,NA,2600,NA,200,150,NA,0,850,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep4_attached_RI_activecount,BTRI_batch_mucin1,4,Yes,BT_RI,0,50,NA,0,NA,250,NA,28200,31200,41250,34900,25400,12850,NA,9650,NA,NA,2300,NA,300,200,NA,0,450,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep5_attached_RI_activecount,BTRI_batch_mucin1,5,Yes,BT_RI,0,0,NA,0,NA,1550,NA,40650,37300,18750,22900,11950,9650,NA,7800,NA,NA,1450,NA,250,600,NA,350,1350,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep1_Glucose_mM,BTRI_batch_mucin1,1,Yes,BT_RI,7.94,7.86,NA,6.57,NA,3.41,NA,0.94,0.12,0.03,0.03,0.03,0.03,NA,0.03,NA,NA,0.04,NA,0.04,0.04,NA,0.05,0.04,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep2_Glucose_mM,BTRI_batch_mucin1,2,Yes,BT_RI,8,7.82,NA,6.6,NA,3.5,NA,1.01,0.14,0.03,0.03,0.03,0.03,NA,0.03,NA,NA,0.04,NA,0.04,0.04,NA,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_Glucose_mM,BTRI_batch_mucin1,3,Yes,BT_RI,8.12,7.92,NA,6.52,NA,3.36,NA,0.88,0.04,0.03,0.04,0.03,0.04,NA,0.04,NA,NA,0.04,NA,0.04,0.04,NA,0.05,0.04,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep4_Glucose_mM,BTRI_batch_mucin1,4,Yes,BT_RI,7.99,7.83,NA,6.56,NA,3.41,NA,1,0.1,0.03,0.03,0.03,0.04,NA,0.03,NA,NA,0.04,NA,0.04,0.04,NA,0.05,0.04,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep5_Glucose_mM,BTRI_batch_mucin1,5,Yes,BT_RI,7.95,8.03,NA,6.57,NA,3.48,NA,0.9,0.13,0.04,0.03,0.03,0.03,NA,0.03,NA,NA,0.04,NA,0.04,0.04,NA,0.05,0.04,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep1_Trehalose_mM,BTRI_batch_mucin1,1,Yes,BT_RI,0.77,0.77,NA,0.74,NA,0.72,NA,0.72,0.71,0.71,0.71,0.71,0.71,NA,0.7,NA,NA,0.69,NA,0.71,0.7,NA,0.7,0.69,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep2_Trehalose_mM,BTRI_batch_mucin1,2,Yes,BT_RI,0.78,0.77,NA,0.75,NA,0.73,NA,0.72,0.72,0.71,0.72,0.72,0.7,NA,0.71,NA,NA,0.71,NA,0.71,0.7,NA,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_Trehalose_mM,BTRI_batch_mucin1,3,Yes,BT_RI,0.8,0.78,NA,0.75,NA,0.73,NA,0.74,0.71,0.72,0.72,0.73,0.72,NA,0.72,NA,NA,0.71,NA,0.69,0.7,NA,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep4_Trehalose_mM,BTRI_batch_mucin1,4,Yes,BT_RI,0.78,0.77,NA,0.75,NA,0.73,NA,0.73,0.72,0.72,0.7,0.72,0.71,NA,0.7,NA,NA,0.71,NA,0.71,0.7,NA,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep5_Trehalose_mM,BTRI_batch_mucin1,5,Yes,BT_RI,0.78,0.78,NA,0.75,NA,0.73,NA,0.79,0.72,0.72,0.71,0.71,0.72,NA,0.78,NA,NA,0.71,NA,0.7,0.71,NA,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep1_Pyruvate_mM,BTRI_batch_mucin1,1,Yes,BT_RI,8.75,8.74,NA,8.91,NA,6.16,NA,2.63,0.5,0.17,0.18,0.16,0.15,NA,0.15,NA,NA,0.12,NA,0.11,0.11,NA,0.1,0.08,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep2_Pyruvate_mM,BTRI_batch_mucin1,2,Yes,BT_RI,8.89,8.72,NA,8.91,NA,6.33,NA,2.76,0.55,0.17,0.17,0.16,0.15,NA,0.16,NA,NA,0.13,NA,0.11,0.12,NA,0.1,0.08,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_Pyruvate_mM,BTRI_batch_mucin1,3,Yes,BT_RI,8.91,8.79,NA,8.9,NA,6.17,NA,2.56,0.42,0.17,0.19,0.16,0.15,NA,0.16,NA,NA,0.13,NA,0.11,0.12,NA,0.1,0.08,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep4_Pyruvate_mM,BTRI_batch_mucin1,4,Yes,BT_RI,8.79,8.8,NA,8.88,NA,6.18,NA,2.68,0.45,0.17,0.16,0.17,0.15,NA,0.14,NA,NA,0.13,NA,0.11,0.1,NA,0.1,0.08,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep5_Pyruvate_mM,BTRI_batch_mucin1,5,Yes,BT_RI,8.77,8.91,NA,8.85,NA,6.25,NA,2.53,0.52,0.19,0.16,0.17,0.15,NA,0.14,NA,NA,0.13,NA,0.11,0.1,NA,0.1,0.08,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep1_Succinate_mM,BTRI_batch_mucin1,1,Yes,BT_RI,0.66,0.69,NA,1.78,NA,4.47,NA,6.57,7.73,8.39,8.56,8.7,8.7,NA,8.87,NA,NA,8.73,NA,9.08,9.1,NA,9.11,9.2,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep2_Succinate_mM,BTRI_batch_mucin1,2,Yes,BT_RI,0.68,0.69,NA,1.69,NA,4.5,NA,6.59,7.91,8.4,8.72,8.81,8.74,NA,9.02,NA,NA,9.11,NA,9.02,9.2,NA,9.3,9.24,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_Succinate_mM,BTRI_batch_mucin1,3,Yes,BT_RI,0.68,0.7,NA,1.72,NA,4.52,NA,6.77,7.77,8.34,8.6,8.79,8.8,NA,8.87,NA,NA,8.95,NA,8.79,8.98,NA,9.06,9.23,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep4_Succinate_mM,BTRI_batch_mucin1,4,Yes,BT_RI,0.67,0.7,NA,1.79,NA,4.65,NA,6.41,7.84,8.38,8.43,8.78,8.86,NA,8.8,NA,NA,9.1,NA,9.17,9.06,NA,9.14,9.38,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep5_Succinate_mM,BTRI_batch_mucin1,5,Yes,BT_RI,0.68,0.69,NA,1.72,NA,4.37,NA,6.61,7.85,8.37,8.45,8.68,8.88,NA,8.7,NA,NA,9.08,NA,8.94,9.05,NA,9.19,9.19,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep1_Lactate_mM,BTRI_batch_mucin1,1,Yes,BT_RI,0.7,0.75,NA,0.8,NA,1.59,NA,2.94,3.45,3.56,3.61,3.5,3.45,NA,3.54,NA,NA,3.5,NA,3.56,3.62,NA,3.6,3.69,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep2_Lactate_mM,BTRI_batch_mucin1,2,Yes,BT_RI,0.72,0.73,NA,0.79,NA,1.54,NA,2.96,3.53,3.54,3.61,3.54,3.48,NA,3.53,NA,NA,3.58,NA,3.67,3.65,NA,3.66,3.58,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_Lactate_mM,BTRI_batch_mucin1,3,Yes,BT_RI,0.74,0.74,NA,0.77,NA,1.56,NA,2.93,3.35,3.4,3.41,3.43,3.39,NA,3.42,NA,NA,3.38,NA,3.51,3.45,NA,3.5,3.53,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep4_Lactate_mM,BTRI_batch_mucin1,4,Yes,BT_RI,0.75,0.72,NA,0.82,NA,1.64,NA,2.98,3.51,3.47,3.45,3.46,3.5,NA,3.59,NA,NA,3.53,NA,3.62,3.54,NA,3.66,3.68,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep5_Lactate_mM,BTRI_batch_mucin1,5,Yes,BT_RI,0.72,0.74,NA,0.81,NA,1.62,NA,2.93,3.59,3.61,3.59,3.57,3.7,NA,3.47,NA,NA,3.66,NA,3.41,3.7,NA,3.69,3.73,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep1_Formate_mM,BTRI_batch_mucin1,1,Yes,BT_RI,1.38,1.33,NA,2.15,NA,2.69,NA,2.75,2.73,2.72,2.67,2.68,2.65,NA,2.64,NA,NA,2.6,NA,2.64,2.65,NA,2.66,2.65,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep2_Formate_mM,BTRI_batch_mucin1,2,Yes,BT_RI,1.28,1.39,NA,2.21,NA,2.73,NA,2.77,2.77,2.7,2.68,2.68,2.63,NA,2.66,NA,NA,2.65,NA,2.63,2.65,NA,2.67,2.61,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_Formate_mM,BTRI_batch_mucin1,3,Yes,BT_RI,1.37,1.41,NA,1.95,NA,3.07,NA,2.82,2.76,3.06,2.7,2.71,2.67,NA,2.7,NA,NA,2.69,NA,2.58,2.68,NA,2.68,2.67,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep4_Formate_mM,BTRI_batch_mucin1,4,Yes,BT_RI,1.23,1.38,NA,1.93,NA,2.71,NA,2.77,2.77,2.7,2.61,2.67,2.7,NA,2.64,NA,NA,2.66,NA,2.65,2.67,NA,2.66,2.66,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep5_Formate_mM,BTRI_batch_mucin1,5,Yes,BT_RI,1.26,1.34,NA,2.25,NA,2.7,NA,2.78,3.02,2.71,2.65,2.64,2.68,NA,2.61,NA,NA,2.65,NA,2.67,2.62,NA,2.68,2.64,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep1_Acetate_mM,BTRI_batch_mucin1,1,Yes,BT_RI,1.81,1.91,NA,4.28,NA,7.74,NA,10.1,10.98,11.19,11.26,11.3,11.28,NA,11.25,NA,NA,11.22,NA,11.28,11.38,NA,11.36,11.38,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep2_Acetate_mM,BTRI_batch_mucin1,2,Yes,BT_RI,1.79,1.84,NA,3.72,NA,7.68,NA,10.07,11.18,11.19,11.37,11.44,11.41,NA,11.43,NA,NA,11.45,NA,11.42,11.48,NA,11.48,11.51,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_Acetate_mM,BTRI_batch_mucin1,3,Yes,BT_RI,1.73,1.91,NA,3.76,NA,7.71,NA,10.3,10.85,11.1,11.18,11.26,11.24,NA,11.25,NA,NA,11.23,NA,11.25,11.23,NA,11.3,11.27,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep4_Acetate_mM,BTRI_batch_mucin1,4,Yes,BT_RI,1.75,1.85,NA,3.93,NA,7.75,NA,10.16,10.99,11.16,11.22,11.24,11.35,NA,11.36,NA,NA,11.33,NA,11.42,11.29,NA,11.3,11.35,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep5_Acetate_mM,BTRI_batch_mucin1,5,Yes,BT_RI,1.84,1.73,NA,3.8,NA,7.73,NA,10.2,11.18,11.29,11.35,11.3,11.43,NA,11.16,NA,NA,11.45,NA,11.21,11.4,NA,11.44,11.44,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep1_Butyrate_mM,BTRI_batch_mucin1,1,Yes,BT_RI,0.03,0.05,NA,0.52,NA,1.27,NA,1.89,2.51,2.74,2.74,2.74,2.73,NA,2.75,NA,NA,2.75,NA,2.82,2.79,NA,2.77,2.87,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep2_Butyrate_mM,BTRI_batch_mucin1,2,Yes,BT_RI,0.03,0.01,NA,0.52,NA,1.26,NA,1.83,2.43,2.61,2.64,2.64,2.63,NA,2.66,NA,NA,2.66,NA,2.76,2.68,NA,2.68,2.7,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_Butyrate_mM,BTRI_batch_mucin1,3,Yes,BT_RI,0.03,0.05,NA,0.52,NA,1.3,NA,2.02,2.75,2.87,2.9,2.92,2.9,NA,2.93,NA,NA,2.94,NA,2.76,2.95,NA,2.94,3.09,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep4_Butyrate_mM,BTRI_batch_mucin1,4,Yes,BT_RI,0.03,0.05,NA,0.51,NA,1.28,NA,1.89,2.6,2.77,2.78,2.78,2.81,NA,2.75,NA,NA,2.82,NA,2.66,2.83,NA,2.84,2.94,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep5_Butyrate_mM,BTRI_batch_mucin1,5,Yes,BT_RI,0.02,0.09,NA,0.54,NA,1.29,NA,1.91,2.54,2.74,2.73,2.72,2.75,NA,2.79,NA,NA,2.78,NA,2.94,2.78,NA,2.79,2.99,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep1_Neu5Ac_mM,BTRI_batch_mucin1,1,Yes,BT_RI,1.32,1.33,NA,1.31,NA,1.29,NA,1.3,1.28,1.3,1.3,1.31,1.31,NA,1.32,NA,NA,1.31,NA,1.35,1.36,NA,1.38,1.39,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep2_Neu5Ac_mM,BTRI_batch_mucin1,2,Yes,BT_RI,1.34,1.33,NA,1.32,NA,1.31,NA,1.3,1.3,1.29,1.31,1.32,1.3,NA,1.34,NA,NA,1.34,NA,1.35,1.37,NA,1.38,1.39,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_Neu5Ac_mM,BTRI_batch_mucin1,3,Yes,BT_RI,1.35,1.35,NA,1.31,NA,1.3,NA,1.32,1.29,1.31,1.32,1.33,1.33,NA,1.34,NA,NA,1.35,NA,1.32,1.37,NA,1.39,1.41,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep4_Neu5Ac_mM,BTRI_batch_mucin1,4,Yes,BT_RI,1.34,1.33,NA,1.31,NA,1.3,NA,1.3,1.29,1.3,1.28,1.31,1.32,NA,1.32,NA,NA,1.35,NA,1.36,1.36,NA,1.38,1.4,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep5_Neu5Ac_mM,BTRI_batch_mucin1,5,Yes,BT_RI,1.34,1.34,NA,1.31,NA,1.3,NA,1.36,1.3,1.31,1.29,1.3,1.33,NA,1.32,NA,NA,1.35,NA,1.36,1.37,NA,1.39,1.4,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep1_Galactose_abundance,BTRI_batch_mucin1,1,Yes,BT_RI,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4344971,NA,7182529,6653362,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep2_Galactose_abundance,BTRI_batch_mucin1,2,Yes,BT_RI,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4882317,NA,7110450,7430605,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep3_Galactose_abundance,BTRI_batch_mucin1,3,Yes,BT_RI,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4631096,NA,7191558,6767483,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin1_rep1_Mannose_abundance,BTRI_batch_mucin1,1,Yes,BT_RI,64891172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1954586,NA,1012586,981891,NA,NA,NA,NA,NA,NA,NA,NA
