,GC124661,GC124662,GC124663,GC124664,GC124665,GC124666,GC124667,GC124668,GC124669,GC124688,GC124689,GC124690,GC124691,GC124692,GC124693,GC124694,GC124695,GC124696,GC124697,GC124698,GC124699,GC124700,GC124701,GC124702,GC124703,GC124704,GC124705,GC124706,GC124707,GC124708,GC124709,GC124710,GC124711,GC124724,GC124725,GC124726,GC124727,GC124728,GC124729,GC124730,GC124731,GC124732,GC124733,GC124734,GC124735,GC124736,GC124737,GC124738
BT_0686,3876.503,4227,3468.351,1392,1189,1721,204,259,120,2347,2729,2133,738,308,156,199,412,431,5484,3654,5704,4209,4673,4094,355,552,754,175,141,264,86,146,83,3239,4937,5151,1907,2210,1423,694,794,483,55,60,41,60,46,32
BT_0687,1019.002,1550,959,2595,2167,2659,217,165,212,2816,2983,3402,103,90,50,113,151,147,540,795,1158.828,2651,1520,2331,150,240,290,93,89,218,134,526,339,679,1199,1168,6440,7798,5943,307,309,277,97,59,83,152,54,74
BT_0688,252,261.435,204.093,226,178,217,3,0,0,240.606,217,245,8.012,0,0,15,0,9,138,214,321,488,376,460,0,17,4,0,0,0,0,31,4,196,256,215,232,213,221,40,17,12,0,30,0,29,0,0
BT_0689,2954.258,3531.383,2935.876,2287.36,1577.455,1969,226,229,52,2920.563,2873.142,2470.348,415.988,225,121,187,398,165,5463.115,3148.461,3756.619,4507.26,4182.494,4160.073,602,678,612,181,124,127,57,100,75,2867.187,3768.618,4247.201,1943.105,2191.971,1681,818,518,740,106,98,61,50,17,92
BT_0690,2733.742,3126.52,2841.012,2822.64,2007.545,2673,284,524,187,3350.982,2437.025,2775.653,504,241,211,337,1052,392,2910.885,2200.539,2928.018,4823.74,4456.17,5632.39,620,1077,688,287,263,365,55,156,104,2406.813,2894.382,2964.991,3715.971,4149.029,3209,847,433,496,59,64,81,137,78,91
BT_0691,738.295,784.685,627.618,132,64.294,117,0,0,27,61,77,78,0,0,0,11,16,10,549,603.884,742.726,254.382,127,169.384,14,4,2,38,0,0,18,20,12,347,358.962,376,84,129,95,0,37,0,0,0,0,0,0,12
BT_0692,1962.765,2257.309,1940.382,148,145.706,160,0,3,0,213,204,216,9,0,21,0,38,17,1919,1258.116,2298.737,652.618,488,550.616,23,75,74,0,0,0,0,0,10,814,1234.038,1290,192,193,107,51,62,37,0,0,0,0,0,10
BT_0693,5462.424,5471.025,4853.553,2498,2005,2377,799,1108,692,1472,1466,1555,1126,355,272,584,715,483,1852,1941.638,3917.386,3383,3327,4050.186,923,1088,1491,381,419,439,98,601,241,2971,4556,4937,4281.685,4531,3371,1984,1834.217,1665.042,277,227,263,283,116,213
BT_0694,1818.943,2011.001,1557.674,2595.116,1554,1844.581,219,410,203,2023,1483.646,1610,152,68,94,152,80,47,5387.007,1954.361,1875.624,3609,5184.81,5829.814,574,1289,635,195,214,204,29,248,111,1847.572,2051.157,1997.618,5930.005,5519,3907.809,609,424.783,327.958,19,68,0,98,43,66
BT_0695,5767.676,5654.052,4892.773,4626.465,4061,4889.419,816,756,731,6359,6270.371,5407.017,570,176,42,337,337,137,12360,6650.001,8824.998,14946,16051.19,13676,530,738,775,371,395,505,105,789,357,7522.428,7808.394,8328.658,9047.31,12693,9798.191,656,779,599,319,195,97,250,133,146
BT_0696,9454.143,10850.42,9693.166,6509,4741,7276,459,482,433,7019,9246,6984,676,356,403,136,624,351,11409.824,10211,12925.091,11272,9043,8236,1169,962,1233,196,436,296,31,118,69,10118,13456.453,14465.033,6990,7987.19,6377,780,900,574,26,90,55,67,50,22
BT_0697,3554.884,4680.501,3218.995,2242,2052,2290,480,596,615,1157.001,1044,1040,763,132,180,298,266,348,3491,3916.921,4601.733,3190,2542,2853,900,711,1479,270,359,710,136,669,238,4287,4247,3969.999,1698,1851,1570.327,1908,2857,1609,403,156,269,244,156,169
BT_0698,12634.999,13520.287,11177.465,5007.786,4224.987,4996.573,186,226,178,5615.418,5908.134,5026.392,160,101,84,78,86.206,80,14354.648,10134.369,13141.292,8152.934,8050.48,7695.278,304,547,564,177,123,286,67,198,50,12564.744,15004.907,15300.293,6684.759,7086.152,5578.753,393,613,423,89,5,67,58,30,50
BT_0699,51391.369,58153.643,48155.299,23149.881,18467.013,27470.244,2691,4126,2933,49064.698,51442.635,45115.139,7779,2809,2243,3056,4608.794,2754,108109.032,54928.186,72116.161,44151.606,47259.678,43381.722,6086,7264,6934.105,2418,2726,2452,456,1226,563,57523.37,71910.425,76903.449,28811.919,35457.089,27418.92,10019,4799,5585,1804,1188,719,1380,819,1044
BT_0700,17701.431,18668.209,17361.04,45762.029,34310,36858,4857,5898,5661,38885.213,34030,33128.742,5005,1883,1464,2592,2335,2118,26755.296,17857,21509.113,50811,44989,55924.092,6313,9794,10291,3189,3688,6321,1786,8595,3785,19989,24608.801,25784.489,49155.359,56974,42715.541,10675,12142.342,8953,1482,1289,1614,2516,1420,1754
BT_0701,9282.642,9832.714,9964.189,9241,7773,8226,1990,2479,2537,7130,6964.393,7378,3305,1404,944,666,1255,1018,4091,5728,7804,13677,9285,11061,3804,5796,6553,1331,1277,2306,727,3615,1674,6802,8488.399,9496.001,12657.934,13304,10545,6084,7499,5222,420,327,334,1157,664,602
BT_0702,644.047,724.577,607.688,630,468.017,624,90,94,68,749.889,699.015,654.978,51.036,30,10,16,68.967,24,997.938,744.538,1036.785,857,776.968,879,18,79,61,35,25,142,41,324,62,926.002,922.317,840.885,527.245,565.514,458.064,95,101,50,22,0,0,83,45,26
BT_0703,1137.953,1251.572,1020.312,702,535.983,776,129,79,51,2568.089,2165.985,1906.022,250.964,69,13,75,328.033,106,1535.062,1060.462,1922.215,2402,2414.032,2068,147,182,216,27,123,111,6,118,56,1424.998,1802.683,1847.203,1049.913,1267.486,911.936,256,226.525,228,8,41,63,54,33,38
BT_0704,3867,4642.849,3866,2166,1822,2128,587,574,580,2153.023,1870,1796,1355,216,185,302,276,208,3456,3349.007,4954.117,3518,2830,3517,1058,1452,1453,386,419,451,161,909,560.999,3959.004,5078.669,5167.009,2977,2893,2344,2145,2122.475,2065,266,261,114,247,167,165
BT_0705,3316,3739.002,3024,978,651,862,147,162,101,1616,1280,1138.001,154,23,47,201,109,107,5570.26,2841.993,4664.883,1732,2088.557,2284,127,177,115,43,120,192,99,437,150.001,3302.996,4542.316,4528.991,921,967,714,63,130,132,18,17,20,128,31,45
BT_0706,2,0,0,0,3,0,0,0,0,5,5,3,13,0,0,0,0,0,3,0,0,8,12,9,0,11,0,11,0,0,0,0,0,0,3,0,1,7,0,0,10,0,0,0,0,0,0,0
BT_0707,1,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,0,1,1,1,1,0,2,4,0,0,0,0,0,0,0,0,0,0,2,0,9,0,10,0,0,0,0,2,0
BT_0708,46,84,55,24,35,2,37,51,13,41,22,36,68,49,2,52,95,25,31,18,26,76,40,44,185,112,211,58,71,189,30,62,39,46,39,53,70,52,39,106,47,26,6,17,14,95,57,81
BT_0709,73,86,62,126,66,63,0,29,5,176,118,100,14,28,16,6,55,0,97,58,148,259,235,276,100,233,181,0,24,31,0,10,2,59,137,118,73,50,60,69,49,8,12,15,0,17,5,9
BT_0710,28,33,38,20,11,24,6,16,0,15,8,11,0,0,0,8,0,0,17,5,19,8,20,39,25,76,29,0,10,11,0,12,9,10,18,25,26,5,19,21,25,0,0,0,0,10,8,16
BT_0711,110442.462,130603.627,102665.568,117120.938,86327.2,108047.542,10641,13808,10706,154826.164,155056.116,143121.818,14977.235,5180,4190,7964.005,8237.909,6400.83,162804.842,104756.042,127202.91,172710.929,171032.264,184198.379,25853.82,36732.663,48300.103,9029,10500,11626,2513,10166.517,5712,85930.141,133735.172,139980.537,181175.141,190616.301,154066.653,29583.539,40585.763,26731.695,3532.927,2817,3407,4599.988,2617.463,3672.605
BT_0712,1720.151,1705.9,1448.298,1419.062,1141.557,1766.458,182,245,177,569.798,672.322,592.228,247.566,46,69,260.995,294.091,199.17,1695.549,1196.096,1231.192,874.799,760.335,888.721,179.18,292.337,379.897,141,115,179,140,361.483,115,1333.003,1125.769,1079.662,1250.029,1321.517,1226.04,322.607,232.781,343.984,102.073,137,77,150.012,127.537,133.395
BT_0713,14044.718,16690.656,13639.725,36450.336,27197.485,36157.932,1531,2236,1795,20490.427,15872.4,12375.252,3071.065,1425,1375,861.684,6894,2991.62,33298.503,16385.86,14554.953,64067.631,71769.458,69308.043,816,896,1107.389,1742,1953,1293,160,1119,548,12006.665,11633.395,11355.325,31823.399,34470.602,22463.074,461.461,755.691,677.754,195,114,119,328.646,139.978,217.758
BT_0714,20861.919,23148.462,18591.271,41965.662,31725.473,45003.068,3720,4596,2628,72347.185,74174.134,61480.679,11784.134,4753,3497,2840.919,5701,4625.38,24112.307,16692.781,22977.825,107384.101,114952.471,100888.936,22103,20940,25584.611,2992,3675,3208,344,1793,785,13705.124,21565.053,22709.73,52411.389,64472.135,46016.5,12416.392,12039.014,9390.25,1811,1480,1526,780.354,393.412,669.242
BT_0715,5486.501,4850.594,5379.537,6200.975,5198.173,9047.94,721.583,953.801,916.045,6599.966,9107.453,6969.511,2333.381,576.1,923.996,361.285,2068.259,1960.196,4739.702,4102.965,4807.004,13484.856,13721.455,10151.966,1185.496,771.063,1268.506,614.027,621.703,671.99,138,451.436,199.923,3380.32,4343.275,4513.056,3718.602,4144.458,3052.894,1061.968,867.18,507.318,145.634,119.084,189.952,105.132,72.738,67.12
BT_0716,7898.331,8530.142,7781.859,16705.497,12408.298,19619.601,2000.417,1772.782,1137.524,12952.759,15000.083,12290.025,2846.616,930.329,830.004,583.105,3536.625,2910.275,10417.178,8120.264,7108.735,19946.85,17942.003,17986.238,1153.504,1473.937,1558.357,1249.973,1465.292,1792.706,406,1439.098,729.232,6522.634,7597.883,8522.287,8547.992,10259.976,7534.802,1292.139,1416.884,1070.903,344.254,118.916,389.048,334.869,172.872,185.677
BT_0717,29782.962,29905.781,27488.45,26125.252,19182.47,24527.106,1464,1757.417,1168.432,42872.924,40571.029,30681.933,2899.727,723.571,686,1155.951,2852.553,2338.731,60838.12,26886.049,33926.3,61934.111,65436.61,60178.82,1806,1890.196,2034.927,1242.272,1316.005,1884.975,404,1968.466,846.846,26870.713,38276.919,39048.183,23291.324,26534.818,17984.531,2148.892,2129.46,1341.774,802.112,565,492,565.999,243.495,315.203
BT_0718,44139.274,45923.128,43277.085,55508.687,41324.253,55772.353,3492,5220,4503,78105.02,71613.992,66541.457,3220.277,1049,1078,1424.055,4945.463,2972.799,76056.283,39664.366,41989.483,86204.331,88777.918,92125.966,2511,4367.804,3821.21,3463.728,3840,5223.329,1254,5581.321,2558,38802.319,55056.014,59401.93,50470.878,58096.571,42445.988,2211,1875.227,1666,649,235,757,955,471.505,724
BT_0719,11719.07,12436.292,11978.574,11097,7822.806,13877,1463,1459,1502,7190.969,7530.738,6993.387,567,200,185,230,371.1,542,14158.009,9929.356,9427.519,13819.38,12440,13136.626,480,600,794,1101,1198,1671,345,2352.679,1195,8197.014,10105.459,11205.034,5333.012,7151.853,4953.211,308,455,483,142,143,218,385,149,266
BT_0720,3376.116,4295.866,3401.042,819,539,631,390,698,676,749.017,604.749,663,541,91,146,1182,463.924,331,1206,1007,2572,1578,1148,1501,217,240,379,513,329,704,218,1151,750,1096,1716,1625,1639.287,1416,1140,430,659,524,406,239,331,852,436,565
BT_0721,15937.925,17395.611,15360.038,9152,6049,8107,1008,1251,801,11757.185,9345.412,9466,2460,783,479,991,1435,1161,23658.054,15012,21214.601,19953,23810.996,25195,2431,2693,3160,929,1002,922,250,1118,529,16066,20561.611,21828.523,13987.268,15864,11371,2810,2058,2459.091,603,302,345,465,292,407
BT_0722,1801.104,2120.278,1660.05,313,232,280,103,43,59,201,189,188,99,20,21,94,26,13,1760,1226.995,1850.496,495,523.964,585.493,108,111,145,38,95,107,0,89,40,2233.328,2436.396,2489.808,540.689,608.004,439,68.124,154.47,70,38,41,55,71,56,75
BT_0723,308.064,491.934,351.444,38,23,25,0,0,0,12,10,10,5,0,0,0,0,0,277.505,222.943,377.878,33.232,39,52.681,17,5.559,0,0,0,25,23,9,5,572.27,555.182,439.537,170.692,180.291,192.765,41.876,61.53,15,0,0,28,3,0,0
BT_0724,985.832,1155.788,928.062,229,120,108,49,94,40,63,9,37,25,5,48,39,16,11,685.495,498.063,770.626,68.768,95,120.826,18,101.441,84,0,13,67,0,43,9,712.402,378.422,242.655,198.619,163.706,117.244,17,17,67,0,0,29,16,7,7
BT_0725,767,887,764,173,144,221,69,32,33,137,116,140,186,35,50,21,73,27,389,573,658,295,195,256,218,283,428,19,59,80,0,51,88,466,564.089,519,245,273,215,340,635,504,17,10,28,58,13,30
BT_0726,7,20,14,0,4,2,0,0,0,3,7,19,0,0,0,0,0,0,3,2,13,26,46,32,0,7,4,0,0,0,0,0,0,2,16,15,37,50,29,10,0,0,0,0,0,0,9,0
BT_0727,3618,6833.554,3457,840,650,804,20,51,98,918,555,1008,27,0,46,91,29,14,1847,3053,3252,925,476,707,187,284,331,25,17,59,23,145,50,1646,2016,1699,3838,3808,3395,385,697,403,13,4,33,96,29,25
BT_0728,445,504.663,379.257,4563,3272,4175,111,215,195,236.111,167,242.349,53,13,19,34,7,2,295,349,507,4620.001,3800.429,4650.249,37,107,32,120,125,126,93,644,193,403,386.101,437.001,1395.688,1433,1027.123,89,79,69,15,0,11,64,19,39
BT_0729,1336,1572.743,1508.749,19266,15334.993,14678,185,92,100,508.889,555,790.651,333,174,67,31,75,65,243,737,1360,10042.999,5226.571,8072.769,329,508,637,86,7,108,85,524,300,1236,1363,1233.999,4624.312,4201,3131.877,694,1026,594,0,0,30,81,39,70
BT_0730,1470.078,1678,1235,2360,2276,2131,330,382,507,3254,3393,3060,3992,676,672,335,679,866,880,859,1646,4432.002,3934,4166,2331,2938,3566,328,381,398,108,400,282,1145,1789,1914,3636,3671,2758,7241,6473,6082,159,171,207,215,122,176
BT_0731,6662.211,8784.194,6964.061,2540,1854,2148,235,226,136,1645,1429.004,1577,288,170,117,108,100,76,5440.188,4405,7304.805,3466,3416,3928,872,1919,1925,174,125,240,44,94,168,3309,4878,4650,5070.211,4657,3706,1139,656,1285,18,19,31,152,51,83
BT_0732,828.001,711.614,788.678,965.402,843.994,1110,123,141,134,1018.843,1018.979,866,192,76,46,100.103,33,26,1238,1215,1423.393,1290.606,996,1157.165,91,108,204,52,106,73,72,296,229,1101,1563.368,1719.728,919.264,1022.743,771.112,419,566.804,371.395,114,40,25,86,22,58
BT_0733,1473.999,1449.386,1611.322,2779.598,2005.006,2203,1093,1633,869,1361.157,1185.93,1361,1262,691,530,559.897,139,64,1739,2214,2301.801,1558.394,1265,1629.835,2712,4392,5786,372,652,521,288,1034,691,2097,2319.632,2306.272,2565.99,2730.257,2061.888,2921,3721.196,2888.605,230,97,167,399,108,229
BT_0734,757,838,761,1780,1465,1901,1887,2407,1948,2848,2549,1975,2324,650,806,1646,2405,1752,3234,2083,2347,3876,3874,3940,1626,3019,2505,2190,2317,2519,194,859,494,3087,2983,3097,3060,3207,2446,1854,793,1242,593,355,395,319,229,357
BT_0735,1280,1733,938,14539,12332,14588,2710,2773,2363,15153.05,15496,15014.072,3607,1099,941,2568,1687,1186,1711,1336,1317,17448,16986.46,19144,2206,4465,3683,2963,3275,3520,568,2404,1372,1636,2349,2158,24740.4,27274,20034.542,6347,3068,4092,861,909,1185,1048,410,765
BT_0736,2771,4270,2484,41374,31179,43599,2087,1944,1808,38375.784,42866.625,35698.842,2885,1084,728,1714,2394,1367,4140,2906,2811.139,60839.167,59139.992,59548,2991,3465,3148,1687,1982,2120,321,601,294,3294,4712.002,4839,74824.02,86395.516,63665.067,5776,5211,3726,947,787,734,403,218,395
BT_0737,14009.063,16551.782,12712.506,8043,6073,8148,313,532,566,5409,4711,5063,412,221,130,158,378,270,17372.775,13969.164,15371.708,8210,6730,8487,858,1621,1569,285,278,483,113,633,158,16348,17453.203,17236.836,9025,11655,9671,722,611,683,82,58,53,131,81,78
BT_0738,48477.447,52769.144,47113.966,23412,19108,27971,4485,4873,5372,29548.751,32263.092,33471.026,1354,626,897,959,1122,1285,52233.255,55143.671,70842.272,39233,28343.044,33490.749,1991,2902,2568,3039,3915,5946,2495,11911,4925,49803,64850.493,70499.23,26429.722,30813.11,24966,1777,2147,1193,606,415,664,2123,1059,1351
BT_0739,1470.465,1651.901,1333.449,1290.379,933.001,1109,77,58,101,852.628,531.676,639.245,63.488,23,0,110.41,52,30,1630.994,1071,1342.661,1163.707,1118,1220.493,17,36,46,28,1,65,8,125,74,1292.34,1248.462,1188.091,1988.005,2197.985,1723.582,81.22,195.718,131,46,20,22,42,23.867,62
BT_0740,1750.884,1624.932,1658.995,2704.342,2035.999,2838,58,81,69,2252.27,2037.153,2123.552,105.512,12,0,31.59,109.838,36,2109.006,1670,2193.537,3453.293,2608.992,3283.252,50,83,223,17,43,82,13,141,78,1839.66,2492.646,2361.832,3486.917,4129.711,3200.478,305.78,231.38,202,28,22,17,42,36.133,28
BT_0741,453.65,386.24,363.171,735.562,771.813,616,60,20,55,230.426,228.926,243.741,29.261,4,0,84,1.162,29,239,234,368.198,405.883,169.054,210.255,38,28,50.256,19,27,28,14,247,65,406.202,452.971,328.732,1018.468,884.239,733.309,60.706,101.984,82.832,0,3,7,142.065,29.691,63
BT_0742,5722.084,8235.927,6272.411,4497.716,3750.187,3240,225,191,356,1976.675,1601.245,2743.462,758.739,211,274,56,147,87,710,3055,4765.622,4093.117,1397.954,2723,2045,4265,4826.744,101,98,222,113,824,389,2883.798,3204.266,2915.347,11699.156,10088.761,8009.631,4945.294,6590.919,5047.168,31,21,37,449.935,165.309,246
BT_0743,25621.343,26858.204,24021.192,20727.478,17688.342,19022.807,328.808,442.445,493.435,18710.216,20431.728,20346.069,815.429,181,302,162.088,576,390.369,16746.691,19504.239,30470.414,25148.691,17872.422,20183.24,1003.636,1302.82,1561,221,157,364,75,416,240,19020.754,27094.72,29299.1,21122.268,22656.485,18539.853,2652.167,3641.15,2861.159,102,78,198.102,180,119.071,109.174
BT_0744,4877.048,4739.663,4534.308,5333.921,3841.153,5569.95,684.192,582.555,683.565,25260.185,24186.935,20752.301,1358.29,488,347,1508.912,1482,810.631,4220.309,3306.761,7123.819,18147.24,17074.902,17482.121,1959.364,2587.18,2250,516,731,613,56,234,166,3369.246,6854.993,7290.63,10924.875,15450.97,11676.209,3734.833,2514.52,3305.9,484,426,562.898,233,183.929,156.826
BT_0745,4193.948,4406.975,3551.062,2257.449,2230.942,2209.243,240,306,102,3418.53,3676.639,3352.897,611.28,89,160,89,86,144,1923,2441.877,5508.865,5049.09,4462.983,4408.544,1462,996,1305,68,164,152,51,109,81,2221.37,4327.91,4397.125,4418.609,4336.356,3326.077,1388,545.322,923.94,103,94,56,44,26,29
BT_0746,6599.151,6693.077,6567.004,3791.427,3229.563,3651,111,102,172,4077.427,4326.783,4900.067,200,71,21,55,197,169,5142,6032.756,7983.625,5361.157,4355.62,4817.095,88,65,65,56,51,118,57,328,118,5017.655,6822.127,7506.576,5098.441,5271.581,4050.154,222,172,238,42,33,20,135,56,54
BT_0747,5702,5587.001,6045.095,2056,1555,1137,546,516,512,3199,3450.402,3385.301,2296,657,424,2251,158,600,918,1552.314,6313.788,11983.823,8493.072,6997,5048,3803,7418,187,199,294,356,1314,544,2036,5320.392,4940,15539.074,12069.608,9951.212,7954,5012,4754.005,397,511,190,1613,917,950
BT_0748,7479.172,9820.043,6471.733,1103,1036,937,154,209,300,672,622,761,122,50,46,88,63,61,3707,4130,6856,1815,1076,1451,290,331,367,137,145,331,107,449,292,6720.634,7481.627,6926,1566,1482,1144,189,261,167,0,15,9,180,89,98
BT_0749,22031.461,21947.053,19642.988,20659,16778,20586,1187,1186,1150,24787.1,26225,23986.341,4715,1389,1251,1259,1574,1303,21180,16942,25704.218,28663,24795,25003.023,3197,3459,4391,712,706,961,228,786,482,18292,25209.044,26108.785,25370,27172,20974.429,10244,15844,9965,548,349,317,416,218,277
BT_0750,2509.317,2673.061,2310.504,1550.097,1239.183,1550,104,49,47,3183.195,3258.564,2747.656,199.939,113,137,111,328,214,2504.261,2233.039,3699.687,3230.214,2420.246,2854.515,216,162.157,219,57,70,55,0,36,13,2111.373,3497.925,3605.04,2790.161,2964.037,2286.917,209,171.45,107.135,70,14,15,41,39,24
BT_0751,7547.164,7567.48,6268.498,4307.903,3808.817,5164,235,229,176,7681.911,8145.557,7204.145,578.061,193,272,171,432,413,11613.739,7883.951,10660.747,8991.786,9446.956,8177.484,199,306.843,363,349,184,152,0,196,109,7972.216,10560.054,10841.399,4638.835,5588.963,4071.083,210,244.55,157.865,125,29,65,55,45,47
BT_0752,885.316,1189.538,966.645,157,77,115,20,12,0,95,72.001,72,12,0,22,23,9,0,313,352.698,498.367,183.412,152,174,13,45,16,10,24,10,28,10,21,381.412,375.063,397.794,312.229,234,173,118,142.184,62,19,0,0,20,13,5
BT_0753,606.002,646.462,616.355,675,608,1078,140,132,142,562,442.999,461,391,196,206,108,278,27,641,511.301,683.053,598.588,724,722,194,230,394,14,22,82,0,49,60,473,626,650.223,706,905,720.992,314,267.816,144,8,8,41,43,22,42
BT_0754,517,515,472,445,383,443,170,131,148,642,574,596,2016.993,687,817,270,1549,1465,234,434,808,715,657,555,325,362,664,56,59,178,37,108,85,433,689.682,802,501,579,439,833,2038,1271,136,128,155,111,40,62
BT_0755,110,109,71,160,137,209,51,67,111,194,219,146,249.007,83,44,46,230,165,119,70,87,237,169,244,104,82,121,22,20,8,0,99,72,130,140.318,147,229,295,218,203,303,120,15,36,16,41,7,11
BT_0756,860.37,892.378,871.483,673.995,444,501,236,250,259,814,791.02,717.422,726.992,239,274,171,321,255,501,523,902.569,1382.958,1319,1269,735,1080,1382,165,161,147,60,81,77,822,1092.067,1191.085,882,1154,775,982,860.546,838.057,121,93,67,103,28,50
BT_0757,552.63,620.622,448.517,899.005,625,975,281,482,350,1523,1484.98,1295.578,1726.008,498,496,569,1458,1006,546,534,777.431,2642.405,2450,2383,1004,1190,1321,304,422,312,45,214,103,379,638.933,625,1107,1295,853,849,550.477,546.943,388,220,345,100,77,109
BT_0758,1697.007,2049,1688,192,147,137,106,106,71,267,314,194,68,17,0,37,43,36,1510,1853,3264.274,797,635,651,109,116,128,0,71,56,11,93,34,1724,2762,3242,710,710,678,173,151,119,21,32,40,25,23,24
BT_0759,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,2,0,7,5,18,0,0,0,0,0,0,0,1,0,0,5,1,0,0,7,0,0,0,0,0,0
BT_0760,63,148,89,9,23,8,0,0,18,8,7,16,16,0,0,37,0,42,5,15,51,18,6,14,21,26,15,0,14,0,0,19,0,58,43,16,44,52,33,29,41,3,0,0,0,0,4,17
BT_0761,3360.512,3939.871,3506,1688,1271,1968,117,184,250,961,927,936,262,54,71,215,126,31,2008,3064,3802.089,2172,1737,1887,260,432,370,118,129,188,66,191,170,3587,3561,3629,1885.199,1854,1443,686,798,489,51,18,92,217,66,101
BT_0762,744,928,657,100,63,30,21,26,57,56,19,17,1,0,2,71,0,0,247,60,248,89,96,118,5,10,16,0,15,24,0,0,8,142,119,32,530,240,110,0,0,0,0,0,1,4,0,10
BT_0763,1000.889,1407,965,175,130,169,15,31,13,168,158,165,43,4,2,47,25,0,420,811,1249,261,197,264,81,125,203,0,11,0,0,77,21,838,1127,1079.924,395,413,348,303,282,268,29,20,49,27,8,5
BT_0764,176.111,179,155,41,51,43,30,20,62,69,62,97,72,9,17,75,11,0,78,170,282,102,85,72,50,41,100,0,8,21,0,73,44,119,296,248.076,51,61,97,127,141,74,0,0,39,31,11,7
BT_0765,494,574,466,297,302,409,147,140,168,519,575,445,219,20,45,119,111,86,817,455,712,838,879,843,166,71,168,101,95,123,0,102,62,379,535,525,228,271,252,169,82,229.098,83,42,32,63,30,11
BT_0766,5020.754,6520.249,4970.381,669,524,567,466,725,652,549,415,585.022,425,274,161,857,338,217,932,1475,3768,1686.187,806,1185.108,693,1461,1023,373,317,860,298,1920,993,1987,3866.745,3371,3022.664,2248,1753,999.435,1029.751,776.489,108,127,140,2205,1147,1063
BT_0767,2649.518,3223.325,2772.53,1574,1195,1198,312,257,168,1102.316,1289.805,1220.63,692.364,187,123,468,232,174,2978,2335,2652.29,2539.77,2547.378,2551.636,335,506,802,196,134,135,109,611,274,2322,2762.516,2700.693,2205.149,2378.048,1966,1443.819,2722.755,1648.242,160,105,285,332,114.411,160
BT_0768,1155.728,1486.002,1075.142,361,196,268,90,84,105,320.684,306.195,299.37,161.636,31,42,349,74,136,1696,1204,1489.71,448,321.622,367.356,21,59,48,69,78,75,93,295,124,1114,1471.308,1487.307,577.851,490.952,475,190.746,614.494,279.171,135,89,107,194,111.589,110
BT_0769,7908.111,9559.581,8689.196,5119.791,4264.905,3912.301,19,108,63,1690.319,1532.179,1833.543,207.566,30,44,71,142.151,82,2776.687,3963.216,4525.376,4423.908,2485.03,3208.249,332,537,569.239,111,92,77,19,97,95,3795.786,3651.367,3474.027,6994.353,5433.153,4182.59,387.801,337.189,516.131,20,1,23,45,47.381,35
BT_0770,2796.106,3192.364,2605.89,2572.42,1780.698,2036.699,55.823,99,164,1617.979,1349.979,1639.244,88.488,33,34,33,78.849,21,2075.674,1794.784,2952.469,2454.679,1723.005,2041.738,53,50,41.761,0,7,43,50,214.65,102,1827.212,2274.437,2363.743,4807.979,5170.936,4198.252,100.784,182.886,116.319,43.68,8,0,69,36.619,30.271
BT_0771,7740.984,8160.342,6927.736,10560.789,10213.396,10144,996.177,994,1202,7043.702,7362.841,7829.213,780.945,167,304,411,1011,564,5164.639,6806,9656.55,10733.413,7427.965,9133.013,300,272,393,613,729,876,491,2585.35,874,7304.002,9334.196,9971.237,11525.807,12513.07,9922.157,188.416,200.925,135.549,73.32,50,111,499,290,251.729
BT_0772,849,1301.756,698,972,767,824,33,36,88,931,936,1110.996,20,11,15,54,0,8,453,401,537.568,883,700,873,17,43,68,0,12,58,17,163,108,534,481,437,5123.008,4489,4291,92,0,10,11,4,14,55,23,87
BT_0773,3198.308,3501.709,2721.352,2584.005,2085.165,2192,188,241,262,2632.03,2177.196,2516.105,89,37,23,76,155,188,3319,2989,3952.356,3234,2247,3285.341,52,102,138,154,166,246,81,380,166,3278.256,4265.309,4380.215,3212.41,3137.288,2437.242,108,94,72,62,29,29,92,41,77
BT_0774,4340.692,5035.534,4100.742,3607.995,2850.835,3527,449,538,474,2445,2817.804,2534.904,465,219,144,107,303,284,5390,3185,4104.076,5683,6311,6179.659,786,1691,978,292,296,362,19,251,146,3480.744,3882.75,3909.785,4094.582,4841.712,3280.758,1232,508,604,77,60,54,104,48,54
BT_0775,1358.948,1680,1210.72,1918.001,1618,2003,63,61,89,577.34,530.861,598.329,20.998,13,46,39,40,0,1228,1181.273,1549.643,1328.926,1240,1527,17,23,12,29,21,60,8,145,65,969,1117.616,1034.4,720,819.21,665.286,78,24,119,16,0,0,39,24,46
BT_0776,1455.681,1365.97,1267.955,3726.999,3112,3212,657,655.916,384,2298.088,2393.069,2140.743,829.002,148.172,313,111,860,784,2169,1482.727,1942.387,7211.377,6465.493,7102.37,795,983,1028.324,268,349,437,60,432,211,1288,1477.578,1644.781,1510.606,1813.947,1304.717,602.308,1189,932.996,83,154,113,163,100,235
BT_0777,626.371,757.03,577.162,1142,762,955,165,140.084,148,525.572,541.071,520.928,197,57.828,36,96,80,133,552,476,758.063,829.697,605.507,715.63,164,422,366.676,102,148,154,48,112,45,665,693.806,727.818,422.394,469.843,297.998,407.692,538,414.004,39,23,0,109,61,68
